PCA 1,PCA 2,Cluster
-1.8446136635516475,-0.39564132889155695,0
-1.1499489802176799,-0.48994470994691863,0
-0.5046175178982982,-0.524256068298235,0
0.09170831532875284,-0.4659561932366685,1
-0.07512224250016777,-0.2331715769524946,1
-0.3062540347623902,-0.012627271447213404,1
-0.4183422092481394,0.07952916635793836,1
-0.6275243907646594,-0.15427041485495463,0
-1.2110683553978283,0.10784637894246848,0
-1.4857155068105623,0.15977303594584363,0
-1.3980934134738632,0.31205315475611023,0
-1.2561000503871402,0.5016964913184981,0
-1.181924840950344,0.689845822086187,1
-1.1851885354868337,0.7890395244768783,1
-1.1679570282253773,0.8590062979343839,1
-1.1606593647333325,0.9275227286192531,1
-1.1435187159200775,0.9074555788724982,1
-1.2602497188078292,0.9815551911253029,1
-1.0460392790294948,0.8671658573985016,1
-1.1145419061049673,0.9260637072116831,1
-1.1257526421840198,1.060910554831096,1
-1.1690793712666938,0.8283381053124809,1
-1.0230449520500429,0.714859348948406,1
-0.8101622602993916,0.6213343656498375,1
-0.6135091192889262,0.4362439495847891,1
-0.4203549865172684,0.336000624820985,1
-0.2487097211552824,0.2635677600747676,1
-0.14338870326031178,0.28537858090404017,1
-0.25881940746982024,0.4070241607692178,1
-0.34256636438585303,0.5998292277824798,1
-0.4175127001666838,0.7841452217775355,1
-0.6026950644676915,0.7719805261933127,1
-0.7985561667097257,0.8894141905735955,1
-0.9560259145573105,0.8384650694577744,1
-0.9587357351894319,0.8442868813379385,1
-1.0216184359415084,0.8184210493442039,1
-1.075346171631689,0.7921856382093266,1
-1.062549655019822,0.6747284675196921,1
-1.0672202774236696,0.5887356182187253,0
-1.0525583983684454,0.4706413576004389,0
-1.149122417343501,0.459290711592886,0
-1.2607799977950906,0.4854087314234469,0
-1.3602295426415136,0.4792500256674944,0
-1.3770733587186914,0.5724577228507256,0
-1.397848946338429,0.6963707372282778,0
-1.2853435091103096,0.7112395721939787,0
-1.1390723996287506,0.5978448733550144,0
-0.9298962380474708,0.5269658012370608,0
